Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$N_u (kN)$
Hot-rolled,100,50,6.666666667,3.333333333,1740,49.16587952,460,374.4277188
Hot-rolled,100,50,3.571428571,1.785714286,1740,47.96921121,460,167.5388906
Hot-rolled,50,100,21,10.5,870,50.02633015,460,998.799375
Hot-rolled,50,100,13.33333333,6.666666667,870,45.60279625,460,721.170375
Hot-rolled,50,100,6.666666667,3.333333333,870,42.31594236,460,386.2158125
Hot-rolled,50,100,3.571428571,1.785714286,870,40.94094401,460,170.3147188
Hot-rolled,100,50,21,10.5,1930,62.35642032,460,877.3393125
Hot-rolled,100,50,13.33333333,6.666666667,1930,57.76945628,460,655.6786875
Hot-rolled,100,50,6.666666667,3.333333333,1930,54.53456752,460,361.3507188
Hot-rolled,100,50,3.571428571,1.785714286,1930,53.20722853,460,164.7768438
Hot-rolled,50,100,21,10.5,970,55.77648304,460,954.818625
Hot-rolled,50,100,13.33333333,6.666666667,970,50.84449696,460,700.432625
Hot-rolled,50,100,6.666666667,3.333333333,970,47.17984378,460,377.5956875
Hot-rolled,50,100,3.571428571,1.785714286,970,45.64679964,460,158.8313281
Hot-rolled,100,50,21,10.5,2130,68.81822554,460,795.4035625
Hot-rolled,100,50,13.33333333,6.666666667,2130,63.75592843,460,609.9068125
Hot-rolled,100,50,6.666666667,3.333333333,2130,60.18581804,460,342.9676563
Hot-rolled,100,50,3.571428571,1.785714286,2130,58.72093097,460,160.9859375
Hot-rolled,50,100,21,10.5,1060,60.95162064,460,902.1791875
Hot-rolled,50,100,13.33333333,6.666666667,1060,55.56202761,460,675.9728125
Hot-rolled,50,100,6.666666667,3.333333333,1060,51.55735506,460,367.0625
Hot-rolled,50,100,3.571428571,1.785714286,1060,49.88206971,460,154.0814844
Hot-rolled,100,50,21,10.5,2320,74.95694049,460,713.3880625
Hot-rolled,100,50,13.33333333,6.666666667,2320,69.44307698,460,559.2724375
Hot-rolled,100,50,6.666666667,3.333333333,2320,65.55450603,460,320.8977188
Hot-rolled,100,50,3.571428571,1.785714286,2320,63.95894828,460,156.1940156
Hot-rolled,50,100,21,10.5,1160,66.70177353,460,830.2993125
Hot-rolled,50,100,13.33333333,6.666666667,1160,60.80372833,460,640.5180625
Hot-rolled,50,100,6.666666667,3.333333333,1160,56.42125648,460,353.0179063
Hot-rolled,50,100,3.571428571,1.785714286,1160,54.58792535,460,154.3558438
Hot-rolled,100,50,21,10.5,2510,81.09565545,460,635.1180625
Hot-rolled,100,50,13.33333333,6.666666667,2510,75.13022553,460,506.2914688
Hot-rolled,100,50,6.666666667,3.333333333,2510,70.92319403,460,295.6116875
Hot-rolled,100,50,3.571428571,1.785714286,2510,69.1969656,460,149.9134531
Hot-rolled,50,100,21,10.5,1260,72.45192643,460,751.6349375
Hot-rolled,50,100,13.33333333,6.666666667,1260,66.04542905,460,596.8806875
Hot-rolled,50,100,6.666666667,3.333333333,1260,61.2851579,460,335.4059063
Hot-rolled,50,100,3.571428571,1.785714286,1260,59.29378098,460,141.9357344
Hot-rolled,100,50,21,10.5,2700,87.2343704,460,564.483375
Hot-rolled,100,50,13.33333333,6.666666667,2700,80.81737407,460,455.2054063
Hot-rolled,100,50,6.666666667,3.333333333,2700,76.29188202,460,269.2951875
Hot-rolled,100,50,3.571428571,1.785714286,2700,74.43498292,460,141.9898438
Hot-rolled,50,100,21,10.5,1350,77.62706403,460,681.863625
Hot-rolled,50,100,13.33333333,6.666666667,1350,70.76295969,460,552.8110625
Hot-rolled,50,100,6.666666667,3.333333333,1350,65.66266918,460,316.645125
Hot-rolled,50,100,3.571428571,1.785714286,1350,63.52905105,460,135.6027344
Hot-rolled,100,50,21,10.5,2890,93.37308535,460,502.5966875
Hot-rolled,100,50,13.33333333,6.666666667,2890,86.50452262,460,408.4270313
Hot-rolled,100,50,6.666666667,3.333333333,2890,81.66057001,460,243.8250469
Hot-rolled,100,50,3.571428571,1.785714286,2890,79.67300023,460,132.618375
Hot-rolled,50,100,21,10.5,1450,83.37721692,460,609.9655625
Hot-rolled,50,100,13.33333333,6.666666667,1450,76.00466041,460,502.5993125
Hot-rolled,50,100,6.666666667,3.333333333,1450,70.5265706,460,293.9839375
Hot-rolled,50,100,3.571428571,1.785714286,1450,68.23490668,460,128.0320313
Hot-rolled,100,50,21,10.5,3080,99.51180031,460,448.273875
Hot-rolled,100,50,13.33333333,6.666666667,3080,92.19167116,460,366.5576563
Hot-rolled,100,50,6.666666667,3.333333333,3080,87.02925801,460,220.3375156
Hot-rolled,100,50,3.571428571,1.785714286,3080,84.91101755,460,122.4874609
Hot-rolled,50,100,21,10.5,1540,88.55235452,460,551.8671875
Hot-rolled,50,100,13.33333333,6.666666667,1540,80.72219106,460,459.247125
Hot-rolled,50,100,6.666666667,3.333333333,1540,74.90408187,460,272.5852188
Hot-rolled,50,100,3.571428571,1.785714286,1540,72.47017675,460,121.0584297
Hot-rolled,100,50,21,10.5,3280,105.9736055,460,399.7348438
Hot-rolled,100,50,13.33333333,6.666666667,3280,98.17814332,460,327.4326563
Hot-rolled,100,50,6.666666667,3.333333333,3280,92.68050853,460,197.9462656
Hot-rolled,100,50,3.571428571,1.785714286,3280,90.42471999,460,111.8177813
Hot-rolled,50,100,21,10.5,1640,94.30250741,460,494.900375
Hot-rolled,50,100,13.33333333,6.666666667,1640,85.96389177,460,414.900625
Hot-rolled,50,100,6.666666667,3.333333333,1640,79.76798329,460,249.4753906
Hot-rolled,50,100,3.571428571,1.785714286,1640,77.17603239,460,113.5642031
Hot-rolled,100,50,21,10.5,3470,112.1123205,460,360.345
Hot-rolled,100,50,13.33333333,6.666666667,3470,103.8652919,460,295.4364688
Hot-rolled,100,50,6.666666667,3.333333333,3470,98.04919652,460,178.7733281
Hot-rolled,100,50,3.571428571,1.785714286,3470,95.6627373,460,102.18575
Hot-rolled,50,100,21,10.5,1740,100.0526603,460,445.3191563
Hot-rolled,50,100,13.33333333,6.666666667,1740,91.20559249,460,375.2228125
Hot-rolled,50,100,6.666666667,3.333333333,1740,84.63188471,460,227.7014375
Hot-rolled,50,100,3.571428571,1.785714286,1740,81.88188802,460,105.8999844
Hot-rolled,100,50,21,10.5,3660,118.2510354,460,326.3796563
Hot-rolled,100,50,13.33333333,6.666666667,3660,109.5524404,460,267.8441563
Hot-rolled,100,50,6.666666667,3.333333333,3660,103.4178845,460,162.1868125
Hot-rolled,100,50,3.571428571,1.785714286,3660,100.9007546,460,93.40349219
Hot-rolled,50,100,21,10.5,1830,105.2277979,460,406.2948438
Hot-rolled,50,100,13.33333333,6.666666667,1830,95.92312314,460,343.4716875
Hot-rolled,50,100,6.666666667,3.333333333,1830,89.00939599,460,209.669
Hot-rolled,50,100,3.571428571,1.785714286,1830,86.11715809,460,99.540625
Hot-rolled,100,50,21,10.5,3860,124.7128406,460,295.4557188
Hot-rolled,100,50,13.33333333,6.666666667,3860,115.5389126,460,242.7288906
Hot-rolled,100,50,6.666666667,3.333333333,3860,109.069135,460,147.0814531
Hot-rolled,100,50,3.571428571,1.785714286,3860,106.4144571,460,84.90341406
Hot-rolled,50,100,21,10.5,1930,110.9779508,460,368.2974063
Hot-rolled,50,100,13.33333333,6.666666667,1930,101.1648239,460,312.1765
Hot-rolled,50,100,6.666666667,3.333333333,1930,93.87329741,460,191.5680625
Hot-rolled,50,100,3.571428571,1.785714286,1930,90.82301372,460,92.5949375
Hot-rolled,100,50,21,10.5,4050,130.8515556,460,269.8719688
Hot-rolled,100,50,13.33333333,6.666666667,4050,121.2260611,460,221.9670625
Hot-rolled,100,50,6.666666667,3.333333333,4050,114.437823,460,134.5841875
Hot-rolled,100,50,3.571428571,1.785714286,4050,111.6524744,460,77.787625
Hot-rolled,50,100,21,10.5,2020,116.1530884,460,338.28125
Hot-rolled,50,100,13.33333333,6.666666667,2020,105.8823545,460,287.2477813
Hot-rolled,50,100,6.666666667,3.333333333,2020,98.25080869,460,176.8428438
Hot-rolled,50,100,3.571428571,1.785714286,2020,95.05828379,460,86.82545313
Hot-rolled,100,50,21,10.5,4240,136.9902706,460,247.36275
Hot-rolled,100,50,13.33333333,6.666666667,4240,126.9132097,460,203.7265
Hot-rolled,100,50,6.666666667,3.333333333,4240,119.806511,460,123.5966328
Hot-rolled,100,50,3.571428571,1.785714286,4240,116.8904917,460,71.50792969
Hot-rolled,50,100,21,10.5,2120,121.9032413,460,308.8871563
Hot-rolled,50,100,13.33333333,6.666666667,2120,111.1240552,460,262.6679375
Hot-rolled,50,100,6.666666667,3.333333333,2120,103.1147101,460,162.2294375
Hot-rolled,50,100,3.571428571,1.785714286,2120,99.76413943,460,80.82639063
Hot-rolled,100,50,21,10.5,4440,143.4520758,460,226.4490313
Hot-rolled,100,50,13.33333333,6.666666667,4440,132.8996818,460,187.18725
Hot-rolled,100,50,6.666666667,3.333333333,4440,125.4577615,460,114.0045078
Hot-rolled,100,50,3.571428571,1.785714286,4440,122.4041941,460,65.98511719
Hot-rolled,50,100,21,10.5,2220,127.6533942,460,282.9888125
Hot-rolled,50,100,13.33333333,6.666666667,2220,116.3657559,460,240.9721875
Hot-rolled,50,100,6.666666667,3.333333333,2220,107.9786115,460,149.1771719
Hot-rolled,50,100,3.571428571,1.785714286,2220,104.4699951,460,75.21276563
Hot-rolled,100,50,21,10.5,4630,149.5907907,460,208.9189531
Hot-rolled,100,50,13.33333333,6.666666667,4630,138.5868304,460,172.7819219
Hot-rolled,100,50,6.666666667,3.333333333,4630,130.8264495,460,105.3191172
Hot-rolled,100,50,3.571428571,1.785714286,4630,127.6422114,460,61.00209766
Hot-rolled,50,100,21,10.5,2310,132.8285318,460,262.3932188
Hot-rolled,50,100,13.33333333,6.666666667,2310,121.0832866,460,223.6298281
Hot-rolled,50,100,6.666666667,3.333333333,2310,112.3561228,460,138.633375
Hot-rolled,50,100,3.571428571,1.785714286,2310,108.7052651,460,70.66228906
Hot-rolled,100,100,26.66666667,13.33333333,150,4.373759705,550,2836.96525
Hot-rolled,100,100,20,10,150,4.169459954,550,2197.3
Hot-rolled,100,100,13.33333333,6.666666667,150,3.987256468,550,1326.622375
Hot-rolled,100,100,10,5,150,3.903156608,550,1008.381563
Hot-rolled,100,100,8,4,150,3.854697374,550,807.38775
Hot-rolled,100,100,6.666666667,3.333333333,150,3.823176597,550,646.8755
Hot-rolled,100,100,5,2.5,150,3.784621729,550,404.4191563
Hot-rolled,100,100,3.555555556,1.777777778,150,3.751939854,550,216.3369844
Hot-rolled,100,100,26.66666667,13.33333333,200,5.831679607,550,2745.03725
Hot-rolled,100,100,20,10,200,5.559279939,550,2166.41325
Hot-rolled,100,100,13.33333333,6.666666667,200,5.316341958,550,1338.8345
Hot-rolled,100,100,10,5,200,5.20420881,550,1006.243
Hot-rolled,100,100,8,4,200,5.139596499,550,802.8455
Hot-rolled,100,100,6.666666667,3.333333333,200,5.097568796,550,645.5810625
Hot-rolled,100,100,5,2.5,200,5.046162306,550,421.6964688
Hot-rolled,100,100,3.555555556,1.777777778,200,5.002586471,550,229.5297656
Hot-rolled,100,100,26.66666667,13.33333333,400,11.66335921,550,2276.37025
Hot-rolled,100,100,20,10,400,11.11855988,550,1828.381
Hot-rolled,100,100,13.33333333,6.666666667,400,10.63268392,550,1297.571875
Hot-rolled,100,100,10,5,400,10.40841762,550,998.24125
Hot-rolled,100,100,8,4,400,10.279193,550,797.9665
Hot-rolled,100,100,6.666666667,3.333333333,400,10.19513759,550,639.334875
Hot-rolled,100,100,5,2.5,400,10.09232461,550,399.0690313
Hot-rolled,100,100,3.555555556,1.777777778,400,10.00517294,550,213.0968281
Hot-rolled,100,100,26.66666667,13.33333333,600,17.49503882,550,2259.69925
Hot-rolled,100,100,20,10,600,16.67783982,550,1815.143875
Hot-rolled,100,100,13.33333333,6.666666667,600,15.94902587,550,1288.322125
Hot-rolled,100,100,10,5,600,15.61262643,550,991.412
Hot-rolled,100,100,8,4,600,15.4187895,550,793.7960625
Hot-rolled,100,100,6.666666667,3.333333333,600,15.29270639,550,636.57425
Hot-rolled,100,100,5,2.5,600,15.13848692,550,394.514875
Hot-rolled,100,100,3.555555556,1.777777778,600,15.00775941,550,210.6859688
Hot-rolled,100,100,26.66666667,13.33333333,800,23.32671843,550,2238.1745
Hot-rolled,100,100,20,10,800,22.23711976,550,1798.86925
Hot-rolled,100,100,13.33333333,6.666666667,800,21.26536783,550,1276.962
Hot-rolled,100,100,10,5,800,20.81683524,550,982.5519375
Hot-rolled,100,100,8,4,800,20.558386,550,786.9135625
Hot-rolled,100,100,6.666666667,3.333333333,800,20.39027519,550,631.0240625
Hot-rolled,100,100,5,2.5,800,20.18464922,550,390.513875
Hot-rolled,100,100,3.555555556,1.777777778,800,20.01034589,550,208.9168594
Hot-rolled,100,100,26.66666667,13.33333333,1000,29.15839804,550,2210.6655
Hot-rolled,100,100,20,10,1000,27.7963997,550,1778.9795
Hot-rolled,100,100,13.33333333,6.666666667,1000,26.58170979,550,1264.172125
Hot-rolled,100,100,10,5,1000,26.02104405,550,973.42475
Hot-rolled,100,100,8,4,1000,25.69798249,550,781.6640625
Hot-rolled,100,100,6.666666667,3.333333333,1000,25.48784398,550,631.461375
Hot-rolled,100,100,5,2.5,1000,25.23081153,550,389.7724063
Hot-rolled,100,100,3.555555556,1.777777778,1000,25.01293236,550,208.2942188
Hot-rolled,100,100,26.66666667,13.33333333,1210,35.28166162,550,2172.02975
Hot-rolled,100,100,20,10,1210,33.63364363,550,1751.870125
Hot-rolled,100,100,13.33333333,6.666666667,1210,32.16386885,550,1246.72625
Hot-rolled,100,100,10,5,1210,31.4854633,550,960.2739375
Hot-rolled,100,100,8,4,1210,31.09455882,550,771.1260625
Hot-rolled,100,100,6.666666667,3.333333333,1210,30.84029122,550,622.2498125
Hot-rolled,100,100,5,2.5,1210,30.52928195,550,385.9146875
Hot-rolled,100,100,3.555555556,1.777777778,1210,30.26564815,550,206.2350938
Hot-rolled,100,100,26.66666667,13.33333333,1410,41.11334123,550,2120.81
Hot-rolled,100,100,20,10,1410,39.19292357,550,1717.125875
Hot-rolled,100,100,13.33333333,6.666666667,1410,37.4802108,550,1225.288
Hot-rolled,100,100,10,5,1410,36.68967211,550,944.629125
Hot-rolled,100,100,8,4,1410,36.23415532,550,759.1936875
Hot-rolled,100,100,6.666666667,3.333333333,1410,35.93786001,550,599.62625
Hot-rolled,100,100,5,2.5,1410,35.57544426,550,381.8717188
Hot-rolled,100,100,3.555555556,1.777777778,1410,35.26823462,550,203.8055938
Hot-rolled,100,100,26.66666667,13.33333333,1610,46.94502084,550,2047.5605
Hot-rolled,100,100,20,10,1610,44.75220351,550,1668.9575
Hot-rolled,100,100,13.33333333,6.666666667,1610,42.79655276,550,1196.60075
Hot-rolled,100,100,10,5,1610,41.89388092,550,924.2044375
Hot-rolled,100,100,8,4,1610,41.37375182,550,743.660375
Hot-rolled,100,100,6.666666667,3.333333333,1610,41.03542881,550,602.773875
Hot-rolled,100,100,5,2.5,1610,40.62160656,550,377.7919063
Hot-rolled,100,100,3.555555556,1.777777778,1610,40.27082109,550,200.7341094
Hot-rolled,100,100,26.66666667,13.33333333,1810,52.77670045,550,1942.57325
Hot-rolled,100,100,20,10,1810,50.31148345,550,1600.932875
Hot-rolled,100,100,13.33333333,6.666666667,1810,48.11289472,550,1156.887
Hot-rolled,100,100,10,5,1810,47.09808973,550,896.3410625
Hot-rolled,100,100,8,4,1810,46.51334831,550,722.76025
Hot-rolled,100,100,6.666666667,3.333333333,1810,46.13299761,550,587.7424375
Hot-rolled,100,100,5,2.5,1810,45.66776887,550,370.9596563
Hot-rolled,100,100,3.555555556,1.777777778,1810,45.27340757,550,196.8450938
Hot-rolled,100,100,26.66666667,13.33333333,2010,58.60838005,550,1799.136
Hot-rolled,100,100,20,10,2010,55.87076339,550,1506.896875
Hot-rolled,100,100,13.33333333,6.666666667,2010,53.42923668,550,1101.88775
Hot-rolled,100,100,10,5,2010,52.30229854,550,857.8890625
Hot-rolled,100,100,8,4,2010,51.65294481,550,694.110375
Hot-rolled,100,100,6.666666667,3.333333333,2010,51.2305664,550,566.979375
Hot-rolled,100,100,5,2.5,2010,50.71393117,550,361.7556875
Hot-rolled,100,100,3.555555556,1.777777778,2010,50.27599404,550,191.9940938
Hot-rolled,100,100,26.66666667,13.33333333,2210,64.44005966,550,1625.912625
Hot-rolled,100,100,20,10,2210,61.43004333,550,1386.25225
Hot-rolled,100,100,13.33333333,6.666666667,2210,58.74557863,550,1028.720625
Hot-rolled,100,100,10,5,2210,57.50650735,550,806.2918125
Hot-rolled,100,100,8,4,2210,56.79254131,550,655.3530625
Hot-rolled,100,100,6.666666667,3.333333333,2210,56.3281352,550,538.7971875
Hot-rolled,100,100,5,2.5,2210,55.76009348,550,349.2626563
Hot-rolled,100,100,3.555555556,1.777777778,2210,55.27858051,550,185.9493281
Hot-rolled,100,100,26.66666667,13.33333333,2410,70.27173927,550,1445.60025
Hot-rolled,100,100,20,10,2410,66.98932327,550,1250.16125
Hot-rolled,100,100,13.33333333,6.666666667,2410,64.06192059,550,941.7535
Hot-rolled,100,100,10,5,2410,62.71071616,550,743.400125
Hot-rolled,100,100,8,4,2410,61.93213781,550,607.25425
Hot-rolled,100,100,6.666666667,3.333333333,2410,61.425704,550,502.8822188
Hot-rolled,100,100,5,2.5,2410,60.80625579,550,333.145125
Hot-rolled,100,100,3.555555556,1.777777778,2410,60.28116698,550,178.495125
Hot-rolled,100,100,26.66666667,13.33333333,2610,76.10341888,550,1276.93325
Hot-rolled,100,100,20,10,2610,72.54860321,550,1114.920375
Hot-rolled,100,100,13.33333333,6.666666667,2610,69.37826255,550,849.0616875
Hot-rolled,100,100,10,5,2610,67.91492497,550,674.4804375
Hot-rolled,100,100,8,4,2610,67.07173431,550,553.648125
Hot-rolled,100,100,6.666666667,3.333333333,2610,66.52327279,550,461.7235
Hot-rolled,100,100,5,2.5,2610,65.85241809,550,313.4524375
Hot-rolled,100,100,3.555555556,1.777777778,2610,65.28375345,550,170.1751875
Hot-rolled,100,100,26.66666667,13.33333333,2810,81.93509848,550,1127.9455
Hot-rolled,100,100,20,10,2810,78.10788315,550,990.634375
Hot-rolled,100,100,13.33333333,6.666666667,2810,74.69460451,550,759.981375
Hot-rolled,100,100,10,5,2810,73.11913378,550,606.327375
Hot-rolled,100,100,8,4,2810,72.21133081,550,499.6074063
Hot-rolled,100,100,6.666666667,3.333333333,2810,71.62084159,550,418.9973125
Hot-rolled,100,100,5,2.5,2810,70.8985804,550,291.1173125
Hot-rolled,100,100,3.555555556,1.777777778,2810,70.28633992,550,160.7565469
Hot-rolled,100,100,26.66666667,13.33333333,3010,87.76677809,550,999.555375
Hot-rolled,100,100,20,10,3010,83.66716309,550,880.9418125
Hot-rolled,100,100,13.33333333,6.666666667,3010,80.01094647,550,679.0161875
Hot-rolled,100,100,10,5,3010,78.32334259,550,543.3868125
Hot-rolled,100,100,8,4,3010,77.35092731,550,448.940875
Hot-rolled,100,100,6.666666667,3.333333333,3010,76.71841039,550,378.103375
Hot-rolled,100,100,5,2.5,3010,75.9447427,550,267.7980313
Hot-rolled,100,100,3.555555556,1.777777778,3010,75.28892639,550,151.0035469
Hot-rolled,100,100,26.66666667,13.33333333,3210,93.5984577,550,889.725375
Hot-rolled,100,100,20,10,3210,89.22644303,550,785.9270625
Hot-rolled,100,100,13.33333333,6.666666667,3210,85.32728842,550,607.603375
Hot-rolled,100,100,10,5,3210,83.5275514,550,487.2050625
Hot-rolled,100,100,8,4,3210,82.49052381,550,403.3042188
Hot-rolled,100,100,6.666666667,3.333333333,3210,81.81597918,550,340.7011563
Hot-rolled,100,100,5,2.5,3210,80.99090501,550,244.9592031
Hot-rolled,100,100,3.555555556,1.777777778,3210,80.29151287,550,141.2614688
Hot-rolled,100,100,26.66666667,13.33333333,3410,99.4301373,550,795.8260625
Hot-rolled,100,100,20,10,3410,94.78572296,550,704.099
Hot-rolled,100,100,13.33333333,6.666666667,3410,90.64363038,550,545.41025
Hot-rolled,100,100,10,5,3410,88.73176021,550,437.950125
Hot-rolled,100,100,8,4,3410,87.6301203,550,363.0069063
Hot-rolled,100,100,6.666666667,3.333333333,3410,86.91354798,550,307.352875
Hot-rolled,100,100,5,2.5,3410,86.03706732,550,223.5355781
Hot-rolled,100,100,3.555555556,1.777777778,3410,85.29409934,550,131.6950469
Hot-rolled,100,100,26.66666667,13.33333333,3620,105.5534009,550,711.6364375
Hot-rolled,100,100,20,10,3620,100.6229669,550,630.3324375
Hot-rolled,100,100,13.33333333,6.666666667,3620,96.22578944,550,488.9518125
Hot-rolled,100,100,10,5,3620,94.19617946,550,393.0294688
Hot-rolled,100,100,8,4,3620,93.02669663,550,326.110875
Hot-rolled,100,100,6.666666667,3.333333333,3620,92.26599521,550,276.5618125
Hot-rolled,100,100,5,2.5,3620,91.33553774,550,202.9970781
Hot-rolled,100,100,3.555555556,1.777777778,3620,90.54681513,550,122.0803516
Hot-rolled,100,100,26.66666667,13.33333333,3820,111.3850805,550,642.81275
Hot-rolled,100,100,20,10,3820,106.1822468,550,569.87725
Hot-rolled,100,100,13.33333333,6.666666667,3820,101.5421314,550,442.486125
Hot-rolled,100,100,10,5,3820,99.40038827,550,355.9141875
Hot-rolled,100,100,8,4,3820,98.16629313,550,295.534125
Hot-rolled,100,100,6.666666667,3.333333333,3820,97.36356401,550,250.9415156
Hot-rolled,100,100,5,2.5,3820,96.38170004,550,185.3767969
Hot-rolled,100,100,3.555555556,1.777777778,3820,95.5494016,550,113.4475859
