Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$A_{e}$,$I$,$L_{c}/r$,$N_u (kN)$,Author,Title
Hot-rolled,100,50,3.571428571,1.785714286,6000,165.4110731,355,412.4406758,677278.8067,165.4110731,36.47762891,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,3000,172.5045867,355,2425.08177,733445.0845,172.5045867,156.1963125,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,3000,157.2510215,355,1707.767909,621561.9308,157.2510215,133.125125,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,3000,145.9170426,355,926.9419773,391816.7712,145.9170426,82.86783594,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,3000,141.175669,355,412.5672746,232443.2528,141.175669,44.53645313,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,150,4.373759705,460,4164.404971,4898077.313,4.373759705,2639.53525,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,150,4.169459954,460,3342.477796,4326049.008,4.169459954,2015.506875,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,150,3.987256468,460,2374.434576,3360426.364,3.987256468,1110.806625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,150,3.903156608,460,1835.619449,2711023.079,3.903156608,843.7804375,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,150,3.854697374,460,1494.796447,2263518.243,3.854697374,678.9558125,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,150,3.823176597,460,1248.875399,1939988.825,3.823176597,553.90925,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,150,3.784621729,460,782.6976655,1506305.569,3.784621729,359.598875,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,150,3.751939854,460,430.3874675,1103386.414,3.751939854,193.7188594,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,220,6.414847568,460,4164.404971,4898077.313,6.414847568,2503.257,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,220,6.115207933,460,3342.477796,4326049.008,6.115207933,1950.765,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,220,5.847976154,460,2374.434576,3360426.364,5.847976154,1108.2975,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,220,5.724629691,460,1835.619449,2711023.079,5.724629691,839.3954375,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,220,5.653556149,460,1494.796447,2263518.243,5.653556149,673.1798125,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,220,5.607325676,460,1248.875399,1939988.825,5.607325676,544.906875,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,220,5.550778537,460,782.6976655,1506305.569,5.550778537,360.5215,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,220,5.502845119,460,430.3874675,1103386.414,5.502845119,198.4940469,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,440,12.82969514,460,4164.404971,4898077.313,12.82969514,1900.814625,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,440,12.23041587,460,3342.477796,4326049.008,12.23041587,1526.164,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,440,11.69595231,460,2374.434576,3360426.364,11.69595231,1083.10775,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,440,11.44925938,460,1835.619449,2711023.079,11.44925938,833.9544375,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,440,11.3071123,460,1494.796447,2263518.243,11.3071123,669.82,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,440,11.21465135,460,1248.875399,1939988.825,11.21465135,543.97225,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,440,11.10155707,460,782.6976655,1506305.569,11.10155707,350.5617813,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,440,11.00569024,460,430.3874675,1103386.414,11.00569024,188.4865,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,660,19.2445427,460,4164.404971,4898077.313,19.2445427,1884.90075,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,660,18.3456238,460,3342.477796,4326049.008,18.3456238,1514.148875,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,660,17.54392846,460,2374.434576,3360426.364,17.54392846,1074.821875,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,660,17.17388907,460,1835.619449,2711023.079,17.17388907,827.838625,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,660,16.96066845,460,1494.796447,2263518.243,16.96066845,666.07025,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,660,16.82197703,460,1248.875399,1939988.825,16.82197703,542.4830625,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,660,16.65233561,460,782.6976655,1506305.569,16.65233561,349.188625,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,660,16.50853536,460,430.3874675,1103386.414,16.50853536,187.3045781,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,880,25.65939027,460,4164.404971,4898077.313,25.65939027,1865.287625,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,880,24.46083173,460,3342.477796,4326049.008,24.46083173,1499.56325,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,880,23.39190461,460,2374.434576,3360426.364,23.39190461,1064.80675,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,880,22.89851876,460,1835.619449,2711023.079,22.89851876,820.0751875,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,880,22.61422459,460,1494.796447,2263518.243,22.61422459,660.259625,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,880,22.4293027,460,1248.875399,1939988.825,22.4293027,538.3645,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,880,22.20311415,460,782.6976655,1506305.569,22.20311415,346.79075,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,880,22.01138047,460,430.3874675,1103386.414,22.01138047,186.1041406,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,1100,32.07423784,460,4164.404971,4898077.313,32.07423784,1840.17225,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,1100,30.57603967,460,3342.477796,4326049.008,30.57603967,1481.455,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,1100,29.23988077,460,2374.434576,3360426.364,29.23988077,1053.18625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,1100,28.62314846,460,1835.619449,2711023.079,28.62314846,811.6596875,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,1100,28.26778074,460,1494.796447,2263518.243,28.26778074,654.3038125,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,1100,28.03662838,460,1248.875399,1939988.825,28.03662838,535.67925,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,1100,27.75389268,460,782.6976655,1506305.569,27.75389268,346.1123125,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,1100,27.51422559,460,430.3874675,1103386.414,27.51422559,185.6063438,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,1320,38.48908541,460,4164.404971,4898077.313,38.48908541,1806.9085,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,1320,36.6912476,460,3342.477796,4326049.008,36.6912476,1458.091375,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,1320,35.08785692,460,2374.434576,3360426.364,35.08785692,1038.26575,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,1320,34.34777815,460,1835.619449,2711023.079,34.34777815,800.5466875,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,1320,33.92133689,460,1494.796447,2263518.243,33.92133689,645.7775,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,1320,33.64395406,460,1248.875399,1939988.825,33.64395406,529.597,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,1320,33.30467122,460,782.6976655,1506305.569,33.30467122,343.2045313,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,1320,33.01707071,460,430.3874675,1103386.414,33.01707071,183.9715938,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,1540,44.90393298,460,4164.404971,4898077.313,44.90393298,1761.227,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,1540,42.80645553,460,3342.477796,4326049.008,42.80645553,1426.986625,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,1540,40.93583308,460,2374.434576,3360426.364,40.93583308,1019.098625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,1540,40.07240784,460,1835.619449,2711023.079,40.07240784,786.5815625,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,1540,39.57489304,460,1494.796447,2263518.243,39.57489304,634.8963125,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,1540,39.25127973,460,1248.875399,1939988.825,39.25127973,521.3027813,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,1540,38.85544976,460,782.6976655,1506305.569,38.85544976,340.259625,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,1540,38.51991583,460,430.3874675,1103386.414,38.51991583,181.8318281,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,1760,51.31878054,460,4164.404971,4898077.313,51.31878054,1696.7395,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,1760,48.92166347,460,3342.477796,4326049.008,48.92166347,1384.262875,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,1760,46.78380923,460,2374.434576,3360426.364,46.78380923,993.4925625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,1760,45.79703753,460,1835.619449,2711023.079,45.79703753,768.3389375,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,1760,45.22844919,460,1494.796447,2263518.243,45.22844919,620.872875,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,1760,44.85860541,460,1248.875399,1939988.825,44.85860541,510.7569375,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,1760,44.40622829,460,782.6976655,1506305.569,44.40622829,326.8943125,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,1760,44.02276095,460,430.3874675,1103386.414,44.02276095,179.0849063,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,1980,57.73362811,460,4164.404971,4898077.313,57.73362811,1605.855625,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,1980,55.0368714,460,3342.477796,4326049.008,55.0368714,1324.841,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,1980,52.63178538,460,2374.434576,3360426.364,52.63178538,958.488625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,1980,51.52166722,460,1835.619449,2711023.079,51.52166722,743.7103125,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,1980,50.88200534,460,1494.796447,2263518.243,50.88200534,602.129,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,1980,50.46593108,460,1248.875399,1939988.825,50.46593108,496.5443125,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,1980,49.95700683,460,782.6976655,1506305.569,49.95700683,328.28475,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,1980,49.52560607,460,430.3874675,1103386.414,49.52560607,175.5940781,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,2200,64.14847568,460,4164.404971,4898077.313,64.14847568,1484.649875,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,2200,61.15207933,460,3342.477796,4326049.008,61.15207933,1244.323625,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,2200,58.47976154,460,2374.434576,3360426.364,58.47976154,910.919625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,2200,57.24629691,460,1835.619449,2711023.079,57.24629691,710.268875,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,2200,56.53556149,460,1494.796447,2263518.243,56.53556149,576.8269375,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,2200,56.07325676,460,1248.875399,1939988.825,56.07325676,477.2240938,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,2200,55.50778537,460,782.6976655,1506305.569,55.50778537,318.9206563,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,2200,55.02845119,460,430.3874675,1103386.414,55.02845119,171.2008594,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,2420,70.56332325,460,4164.404971,4898077.313,70.56332325,1340.881125,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,2420,67.26728727,460,3342.477796,4326049.008,67.26728727,1143.267125,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,2420,64.32773769,460,2374.434576,3360426.364,64.32773769,849.2294375,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,2420,62.9709266,460,1835.619449,2711023.079,62.9709266,666.3935,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,2420,62.18911764,460,1494.796447,2263518.243,62.18911764,543.376875,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,2420,61.68058244,460,1248.875399,1939988.825,61.68058244,451.5857188,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,2420,61.0585639,460,782.6976655,1506305.569,61.0585639,306.3887813,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,2420,60.5312963,460,430.3874675,1103386.414,60.5312963,165.6192344,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,2640,76.97817082,460,4164.404971,4898077.313,76.97817082,1192.4925,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,2640,73.3824952,460,3342.477796,4326049.008,73.3824952,1030.965125,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,2640,70.17571384,460,2374.434576,3360426.364,70.17571384,776.626125,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,2640,68.69555629,460,1835.619449,2711023.079,68.69555629,613.6270625,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,2640,67.84267378,460,1494.796447,2263518.243,67.84267378,502.5974063,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,2640,67.28790811,460,1248.875399,1939988.825,67.28790811,419.9136563,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,2640,66.60934244,460,782.6976655,1506305.569,66.60934244,290.2612188,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,2640,66.03414142,460,430.3874675,1103386.414,66.03414142,160.08775,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,2860,83.39301838,460,4164.404971,4898077.313,83.39301838,1053.89975,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,2860,79.49770313,460,3342.477796,4326049.008,79.49770313,919.7900625,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,2860,76.02369,460,2374.434576,3360426.364,76.02369,700.323625,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,2860,74.42018598,460,1835.619449,2711023.079,74.42018598,556.5364375,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,2860,73.49622993,460,1494.796447,2263518.243,73.49622993,457.7312188,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,2860,72.89523379,460,1248.875399,1939988.825,72.89523379,384.3053438,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,2860,72.16012097,460,782.6976655,1506305.569,72.16012097,270.9246875,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,2860,71.53698654,460,430.3874675,1103386.414,71.53698654,150.9793594,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,3070,89.51628197,460,4164.404971,4898077.313,89.51628197,936.5695,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,3070,85.33494707,460,3342.477796,4326049.008,85.33494707,822.0016875,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,3070,81.60584905,460,2374.434576,3360426.364,81.60584905,630.2491875,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,3070,79.88460523,460,1835.619449,2711023.079,79.88460523,502.9182813,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,3070,78.89280626,460,1494.796447,2263518.243,78.89280626,414.9587813,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,3070,78.24768102,460,1248.875399,1939988.825,78.24768102,349.7114063,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,3070,77.4585914,460,782.6976655,1506305.569,77.4585914,250.6935156,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,3070,76.78970234,460,430.3874675,1103386.414,76.78970234,142.7067344,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,3290,95.93112954,460,4164.404971,4898077.313,95.93112954,830.0965,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,3290,91.450155,460,3342.477796,4326049.008,91.450155,731.231375,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,3290,87.45382521,460,2374.434576,3360426.364,87.45382521,563.329125,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,3290,85.60923493,460,1835.619449,2711023.079,85.60923493,450.8684063,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,3290,84.5463624,460,1494.796447,2263518.243,84.5463624,372.9143125,FE Data from Gardner's Group,
Hot-rolled,100,100,6.666666667,3.333333333,3290,83.8550067,460,1248.875399,1939988.825,83.8550067,315.2717188,FE Data from Gardner's Group,
Hot-rolled,100,100,5,2.5,3290,83.00936993,460,782.6976655,1506305.569,83.00936993,229.1990469,FE Data from Gardner's Group,
Hot-rolled,100,100,3.555555556,1.777777778,3290,82.29254745,460,430.3874675,1103386.414,82.29254745,133.6561406,FE Data from Gardner's Group,
Hot-rolled,100,100,26.66666667,13.33333333,3510,102.3459771,460,4164.404971,4898077.313,102.3459771,738.9313125,FE Data from Gardner's Group,
Hot-rolled,100,100,20,10,3510,97.56536293,460,3342.477796,4326049.008,97.56536293,652.4783125,FE Data from Gardner's Group,
Hot-rolled,100,100,13.33333333,6.666666667,3510,93.30180136,460,2374.434576,3360426.364,93.30180136,504.2495313,FE Data from Gardner's Group,
Hot-rolled,100,100,10,5,3510,91.33386462,460,1835.619449,2711023.079,91.33386462,404.3848125,FE Data from Gardner's Group,
Hot-rolled,100,100,8,4,3510,90.19991855,460,1494.796447,2263518.243,90.19991855,335.0467188,FE Data from Gardner's Group,
